10MAINBKGRP20260607IE12BOFI90000012345678EUR
20TX-2026-000120260607PMT-REF-20001                 000000001001CRINV-2026-8001            Party_1                       
20TX-2026-269920260607PMT-REF-22699                 000000003699CRINV-2026-10699           Party_2699                    
20TX-2026-270020260607PMT-REF-22700                 000000003700CRINV-2026-10700           Party_2700                    
20TX-2026-270120260607PMT-REF-22701                 000000003701CRINV-2026-10701           Party_2701                    
20TX-2026-270220260607PMT-REF-22702                 000000003702CRINV-2026-10702           Party_2702                    
20TX-2026-270320260607PMT-REF-22703                 000000003703CRINV-2026-10703           Party_2703                    
20TX-2026-270420260607PMT-REF-22704                 000000003704CRINV-2026-10704           Party_2704                    
20TX-2026-270520260607PMT-REF-22705                 000000003705CRINV-2026-10705           Party_2705                    
20TX-2026-270620260607PMT-REF-22706                 000000003706CRINV-2026-10706           Party_2706                    
20TX-2026-270720260607PMT-REF-22707                 000000003707CRINV-2026-10707           Party_2707                    
20TX-2026-270820260607PMT-REF-22708                 000000003708CRINV-2026-10708           Party_2708                    
20TX-2026-270920260607PMT-REF-22709                 000000003709CRINV-2026-10709           Party_2709                    
20TX-2026-271020260607PMT-REF-22710                 000000003710CRINV-2026-10710           Party_2710                    
20TX-2026-271120260607PMT-REF-22711                 000000003711CRINV-2026-10711           Party_2711                    
20TX-2026-271220260607PMT-REF-22712                 000000003712CRINV-2026-10712           Party_2712                    
20TX-2026-271320260607PMT-REF-22713                 000000003713CRINV-2026-10713           Party_2713                    
20TX-2026-271420260607PMT-REF-22714                 000000003714CRINV-2026-10714           Party_2714                    
20TX-2026-271520260607PMT-REF-22715                 000000003715CRINV-2026-10715           Party_2715                    
20TX-2026-271620260607PMT-REF-22716                 000000003716CRINV-2026-10716           Party_2716                    
20TX-2026-271720260607PMT-REF-22717                 000000003717CRINV-2026-10717           Party_2717                    
20TX-2026-271820260607PMT-REF-22718                 000000003718CRINV-2026-10718           Party_2718                    
20TX-2026-271920260607PMT-REF-22719                 000000003719CRINV-2026-10719           Party_2719                    
20TX-2026-272020260607PMT-REF-22720                 000000003720CRINV-2026-10720           Party_2720                    
20TX-2026-272120260607PMT-REF-22721                 000000003721CRINV-2026-10721           Party_2721                    
20TX-2026-272220260607PMT-REF-22722                 000000003722CRINV-2026-10722           Party_2722                    
20TX-2026-272320260607PMT-REF-22723                 000000003723CRINV-2026-10723           Party_2723                    
20TX-2026-272420260607PMT-REF-22724                 000000003724CRINV-2026-10724           Party_2724                    
20TX-2026-272520260607PMT-REF-22725                 000000003725CRINV-2026-10725           Party_2725                    
20TX-2026-272620260607PMT-REF-22726                 000000003726CRINV-2026-10726           Party_2726                    
20TX-2026-272720260607PMT-REF-22727                 000000003727CRINV-2026-10727           Party_2727                    
20TX-2026-272820260607PMT-REF-22728                 000000003728CRINV-2026-10728           Party_2728                    
20TX-2026-272920260607PMT-REF-22729                 000000003729CRINV-2026-10729           Party_2729                    
20TX-2026-273020260607PMT-REF-22730                 000000003730CRINV-2026-10730           Party_2730                    
20TX-2026-273120260607PMT-REF-22731                 000000003731CRINV-2026-10731           Party_2731                    
20TX-2026-273220260607PMT-REF-22732                 000000003732CRINV-2026-10732           Party_2732                    
20TX-2026-273320260607PMT-REF-22733                 000000003733CRINV-2026-10733           Party_2733                    
20TX-2026-273420260607PMT-REF-22734                 000000003734CRINV-2026-10734           Party_2734                    
20TX-2026-273520260607PMT-REF-22735                 000000003735CRINV-2026-10735           Party_2735                    
20TX-2026-273620260607PMT-REF-22736                 000000003736CRINV-2026-10736           Party_2736                    
20TX-2026-273720260607PMT-REF-22737                 000000003737CRINV-2026-10737           Party_2737                    
20TX-2026-273820260607PMT-REF-22738                 000000003738CRINV-2026-10738           Party_2738                    
20TX-2026-273920260607PMT-REF-22739                 000000003739CRINV-2026-10739           Party_2739                    
20TX-2026-274020260607PMT-REF-22740                 000000003740CRINV-2026-10740           Party_2740                    
20TX-2026-274120260607PMT-REF-22741                 000000003741CRINV-2026-10741           Party_2741                    
20TX-2026-274220260607PMT-REF-22742                 000000003742CRINV-2026-10742           Party_2742                    
20TX-2026-274320260607PMT-REF-22743                 000000003743CRINV-2026-10743           Party_2743                    
20TX-2026-274420260607PMT-REF-22744                 000000003744CRINV-2026-10744           Party_2744                    
20TX-2026-274520260607PMT-REF-22745                 000000003745CRINV-2026-10745           Party_2745                    
20TX-2026-274620260607PMT-REF-22746                 000000003746CRINV-2026-10746           Party_2746                    
20TX-2026-274720260607PMT-REF-22747                 000000003747CRINV-2026-10747           Party_2747                    
20TX-2026-274820260607PMT-REF-22748                 000000003748CRINV-2026-10748           Party_2748                    
20TX-2026-274920260607PMT-REF-22749                 000000003749CRINV-2026-10749           Party_2749                    
20TX-2026-275020260607PMT-REF-22750                 000000003750CRINV-2026-10750           Party_2750                    
20TX-2026-275120260607PMT-REF-22751                 000000003751CRINV-2026-10751           Party_2751                    
20TX-2026-275220260607PMT-REF-22752                 000000003752CRINV-2026-10752           Party_2752                    
20TX-2026-275320260607PMT-REF-22753                 000000003753CRINV-2026-10753           Party_2753                    
20TX-2026-275420260607PMT-REF-22754                 000000003754CRINV-2026-10754           Party_2754                    
20TX-2026-275520260607PMT-REF-22755                 000000003755CRINV-2026-10755           Party_2755                    
20TX-2026-275620260607PMT-REF-22756                 000000003756CRINV-2026-10756           Party_2756                    
20TX-2026-275720260607PMT-REF-22757                 000000003757CRINV-2026-10757           Party_2757                    
20TX-2026-275820260607PMT-REF-22758                 000000003758CRINV-2026-10758           Party_2758                    
20TX-2026-275920260607PMT-REF-22759                 000000003759CRINV-2026-10759           Party_2759                    
20TX-2026-276020260607PMT-REF-22760                 000000003760CRINV-2026-10760           Party_2760                    
20TX-2026-276120260607PMT-REF-22761                 000000003761CRINV-2026-10761           Party_2761                    
20TX-2026-276220260607PMT-REF-22762                 000000003762CRINV-2026-10762           Party_2762                    
20TX-2026-276320260607PMT-REF-22763                 000000003763CRINV-2026-10763           Party_2763                    
20TX-2026-276420260607PMT-REF-22764                 000000003764CRINV-2026-10764           Party_2764                    
20TX-2026-276520260607PMT-REF-22765                 000000003765CRINV-2026-10765           Party_2765                    
20TX-2026-276620260607PMT-REF-22766                 000000003766CRINV-2026-10766           Party_2766                    
20TX-2026-276720260607PMT-REF-22767                 000000003767CRINV-2026-10767           Party_2767                    
20TX-2026-276820260607PMT-REF-22768                 000000003768CRINV-2026-10768           Party_2768                    
20TX-2026-276920260607PMT-REF-22769                 000000003769CRINV-2026-10769           Party_2769                    
20TX-2026-277020260607PMT-REF-22770                 000000003770CRINV-2026-10770           Party_2770                    
20TX-2026-277120260607PMT-REF-22771                 000000003771CRINV-2026-10771           Party_2771                    
20TX-2026-277220260607PMT-REF-22772                 000000003772CRINV-2026-10772           Party_2772                    
20TX-2026-277320260607PMT-REF-22773                 000000003773CRINV-2026-10773           Party_2773                    
20TX-2026-277420260607PMT-REF-22774                 000000003774CRINV-2026-10774           Party_2774                    
20TX-2026-277520260607PMT-REF-22775                 000000003775CRINV-2026-10775           Party_2775                    
20TX-2026-277620260607PMT-REF-22776                 000000003776CRINV-2026-10776           Party_2776                    
20TX-2026-277720260607PMT-REF-22777                 000000003777CRINV-2026-10777           Party_2777                    
20TX-2026-277820260607PMT-REF-22778                 000000003778CRINV-2026-10778           Party_2778                    
20TX-2026-277920260607PMT-REF-22779                 000000003779CRINV-2026-10779           Party_2779                    
20TX-2026-278020260607PMT-REF-22780                 000000003780CRINV-2026-10780           Party_2780                    
20TX-2026-278120260607PMT-REF-22781                 000000003781CRINV-2026-10781           Party_2781                    
20TX-2026-278220260607PMT-REF-22782                 000000003782CRINV-2026-10782           Party_2782                    
20TX-2026-278320260607PMT-REF-22783                 000000003783CRINV-2026-10783           Party_2783                    
20TX-2026-278420260607PMT-REF-22784                 000000003784CRINV-2026-10784           Party_2784                    
20TX-2026-278520260607PMT-REF-22785                 000000003785CRINV-2026-10785           Party_2785                    
20TX-2026-278620260607PMT-REF-22786                 000000003786CRINV-2026-10786           Party_2786                    
20TX-2026-278720260607PMT-REF-22787                 000000003787CRINV-2026-10787           Party_2787                    
20TX-2026-278820260607PMT-REF-22788                 000000003788CRINV-2026-10788           Party_2788                    
20TX-2026-278920260607PMT-REF-22789                 000000003789CRINV-2026-10789           Party_2789                    
20TX-2026-279020260607PMT-REF-22790                 000000003790CRINV-2026-10790           Party_2790                    
20TX-2026-279120260607PMT-REF-22791                 000000003791CRINV-2026-10791           Party_2791                    
20TX-2026-279220260607PMT-REF-22792                 000000003792CRINV-2026-10792           Party_2792                    
20TX-2026-279320260607PMT-REF-22793                 000000003793CRINV-2026-10793           Party_2793                    
20TX-2026-279420260607PMT-REF-22794                 000000003794CRINV-2026-10794           Party_2794                    
20TX-2026-279520260607PMT-REF-22795                 000000003795CRINV-2026-10795           Party_2795                    
20TX-2026-279620260607PMT-REF-22796                 000000003796CRINV-2026-10796           Party_2796                    
20TX-2026-279720260607PMT-REF-22797                 000000003797CRINV-2026-10797           Party_2797                    
20TX-2026-279820260607PMT-REF-22798                 000000003798CRINV-2026-10798           Party_2798                    
20TX-2026-279920260607PMT-REF-22799                 000000003799CRINV-2026-10799           Party_2799                    
20TX-2026-280020260607PMT-REF-22800                 000000003800CRINV-2026-10800           Party_2800                    
20TX-2026-280120260607PMT-REF-22801                 000000003801CRINV-2026-10801           Party_2801                    
20TX-2026-280220260607PMT-REF-22802                 000000003802CRINV-2026-10802           Party_2802                    
20TX-2026-280320260607PMT-REF-22803                 000000003803CRINV-2026-10803           Party_2803                    
20TX-2026-280420260607PMT-REF-22804                 000000003804CRINV-2026-10804           Party_2804                    
20TX-2026-280520260607PMT-REF-22805                 000000003805CRINV-2026-10805           Party_2805                    
20TX-2026-280620260607PMT-REF-22806                 000000003806CRINV-2026-10806           Party_2806                    
20TX-2026-280720260607PMT-REF-22807                 000000003807CRINV-2026-10807           Party_2807                    
20TX-2026-280820260607PMT-REF-22808                 000000003808CRINV-2026-10808           Party_2808                    
20TX-2026-280920260607PMT-REF-22809                 000000003809CRINV-2026-10809           Party_2809                    
20TX-2026-281020260607PMT-REF-22810                 000000003810CRINV-2026-10810           Party_2810                    
20TX-2026-281120260607PMT-REF-22811                 000000003811CRINV-2026-10811           Party_2811                    
20TX-2026-281220260607PMT-REF-22812                 000000003812CRINV-2026-10812           Party_2812                    
20TX-2026-281320260607PMT-REF-22813                 000000003813CRINV-2026-10813           Party_2813                    
20TX-2026-281420260607PMT-REF-22814                 000000003814CRINV-2026-10814           Party_2814                    
20TX-2026-281520260607PMT-REF-22815                 000000003815CRINV-2026-10815           Party_2815                    
20TX-2026-281620260607PMT-REF-22816                 000000003816CRINV-2026-10816           Party_2816                    
20TX-2026-281720260607PMT-REF-22817                 000000003817CRINV-2026-10817           Party_2817                    
20TX-2026-281820260607PMT-REF-22818                 000000003818CRINV-2026-10818           Party_2818                    
20TX-2026-281920260607PMT-REF-22819                 000000003819CRINV-2026-10819           Party_2819                    
20TX-2026-282020260607PMT-REF-22820                 000000003820CRINV-2026-10820           Party_2820                    
20TX-2026-282120260607PMT-REF-22821                 000000003821CRINV-2026-10821           Party_2821                    
20TX-2026-282220260607PMT-REF-22822                 000000003822CRINV-2026-10822           Party_2822                    
20TX-2026-282320260607PMT-REF-22823                 000000003823CRINV-2026-10823           Party_2823                    
20TX-2026-282420260607PMT-REF-22824                 000000003824CRINV-2026-10824           Party_2824                    
20TX-2026-282520260607PMT-REF-22825                 000000003825CRINV-2026-10825           Party_2825                    
20TX-2026-282620260607PMT-REF-22826                 000000003826CRINV-2026-10826           Party_2826                    
20TX-2026-282720260607PMT-REF-22827                 000000003827CRINV-2026-10827           Party_2827                    
20TX-2026-282820260607PMT-REF-22828                 000000003828CRINV-2026-10828           Party_2828                    
20TX-2026-282920260607PMT-REF-22829                 000000003829CRINV-2026-10829           Party_2829                    
20TX-2026-283020260607PMT-REF-22830                 000000003830CRINV-2026-10830           Party_2830                    
20TX-2026-283120260607PMT-REF-22831                 000000003831CRINV-2026-10831           Party_2831                    
20TX-2026-283220260607PMT-REF-22832                 000000003832CRINV-2026-10832           Party_2832                    
20TX-2026-283320260607PMT-REF-22833                 000000003833CRINV-2026-10833           Party_2833                    
20TX-2026-283420260607PMT-REF-22834                 000000003834CRINV-2026-10834           Party_2834                    
20TX-2026-283520260607PMT-REF-22835                 000000003835CRINV-2026-10835           Party_2835                    
20TX-2026-283620260607PMT-REF-22836                 000000003836CRINV-2026-10836           Party_2836                    
20TX-2026-283720260607PMT-REF-22837                 000000003837CRINV-2026-10837           Party_2837                    
20TX-2026-283820260607PMT-REF-22838                 000000003838CRINV-2026-10838           Party_2838                    
20TX-2026-283920260607PMT-REF-22839                 000000003839CRINV-2026-10839           Party_2839                    
20TX-2026-284020260607PMT-REF-22840                 000000003840CRINV-2026-10840           Party_2840                    
20TX-2026-284120260607PMT-REF-22841                 000000003841CRINV-2026-10841           Party_2841                    
20TX-2026-284220260607PMT-REF-22842                 000000003842CRINV-2026-10842           Party_2842                    
20TX-2026-284320260607PMT-REF-22843                 000000003843CRINV-2026-10843           Party_2843                    
20TX-2026-284420260607PMT-REF-22844                 000000003844CRINV-2026-10844           Party_2844                    
20TX-2026-284520260607PMT-REF-22845                 000000003845CRINV-2026-10845           Party_2845                    
20TX-2026-284620260607PMT-REF-22846                 000000003846CRINV-2026-10846           Party_2846                    
20TX-2026-284720260607PMT-REF-22847                 000000003847CRINV-2026-10847           Party_2847                    
20TX-2026-284820260607PMT-REF-22848                 000000003848CRINV-2026-10848           Party_2848                    
20TX-2026-284920260607PMT-REF-22849                 000000003849CRINV-2026-10849           Party_2849                    
20TX-2026-285020260607PMT-REF-22850                 000000003850CRINV-2026-10850           Party_2850                    
20TX-2026-285120260607PMT-REF-22851                 000000003851CRINV-2026-10851           Party_2851                    
20TX-2026-285220260607PMT-REF-22852                 000000003852CRINV-2026-10852           Party_2852                    
20TX-2026-285320260607PMT-REF-22853                 000000003853CRINV-2026-10853           Party_2853                    
20TX-2026-285420260607PMT-REF-22854                 000000003854CRINV-2026-10854           Party_2854                    
20TX-2026-285520260607PMT-REF-22855                 000000003855CRINV-2026-10855           Party_2855                    
20TX-2026-285620260607PMT-REF-22856                 000000003856CRINV-2026-10856           Party_2856                    
20TX-2026-285720260607PMT-REF-22857                 000000003857CRINV-2026-10857           Party_2857                    
20TX-2026-285820260607PMT-REF-22858                 000000003858CRINV-2026-10858           Party_2858                    
20TX-2026-285920260607PMT-REF-22859                 000000003859CRINV-2026-10859           Party_2859                    
20TX-2026-286020260607PMT-REF-22860                 000000003860CRINV-2026-10860           Party_2860                    
20TX-2026-286120260607PMT-REF-22861                 000000003861CRINV-2026-10861           Party_2861                    
20TX-2026-286220260607PMT-REF-22862                 000000003862CRINV-2026-10862           Party_2862                    
20TX-2026-286320260607PMT-REF-22863                 000000003863CRINV-2026-10863           Party_2863                    
20TX-2026-286420260607PMT-REF-22864                 000000003864CRINV-2026-10864           Party_2864                    
20TX-2026-286520260607PMT-REF-22865                 000000003865CRINV-2026-10865           Party_2865                    
20TX-2026-286620260607PMT-REF-22866                 000000003866CRINV-2026-10866           Party_2866                    
20TX-2026-286720260607PMT-REF-22867                 000000003867CRINV-2026-10867           Party_2867                    
20TX-2026-286820260607PMT-REF-22868                 000000003868CRINV-2026-10868           Party_2868                    
20TX-2026-286920260607PMT-REF-22869                 000000003869CRINV-2026-10869           Party_2869                    
20TX-2026-287020260607PMT-REF-22870                 000000003870CRINV-2026-10870           Party_2870                    
20TX-2026-287120260607PMT-REF-22871                 000000003871CRINV-2026-10871           Party_2871                    
20TX-2026-287220260607PMT-REF-22872                 000000003872CRINV-2026-10872           Party_2872                    
20TX-2026-287320260607PMT-REF-22873                 000000003873CRINV-2026-10873           Party_2873                    
20TX-2026-287420260607PMT-REF-22874                 000000003874CRINV-2026-10874           Party_2874                    
20TX-2026-287520260607PMT-REF-22875                 000000003875CRINV-2026-10875           Party_2875                    
20TX-2026-287620260607PMT-REF-22876                 000000003876CRINV-2026-10876           Party_2876                    
20TX-2026-287720260607PMT-REF-22877                 000000003877CRINV-2026-10877           Party_2877                    
20TX-2026-287820260607PMT-REF-22878                 000000003878CRINV-2026-10878           Party_2878                    
20TX-2026-287920260607PMT-REF-22879                 000000003879CRINV-2026-10879           Party_2879                    
20TX-2026-288020260607PMT-REF-22880                 000000003880CRINV-2026-10880           Party_2880                    
20TX-2026-288120260607PMT-REF-22881                 000000003881CRINV-2026-10881           Party_2881                    
20TX-2026-288220260607PMT-REF-22882                 000000003882CRINV-2026-10882           Party_2882                    
20TX-2026-288320260607PMT-REF-22883                 000000003883CRINV-2026-10883           Party_2883                    
20TX-2026-288420260607PMT-REF-22884                 000000003884CRINV-2026-10884           Party_2884                    
20TX-2026-288520260607PMT-REF-22885                 000000003885CRINV-2026-10885           Party_2885                    
20TX-2026-288620260607PMT-REF-22886                 000000003886CRINV-2026-10886           Party_2886                    
20TX-2026-288720260607PMT-REF-22887                 000000003887CRINV-2026-10887           Party_2887                    
20TX-2026-288820260607PMT-REF-22888                 000000003888CRINV-2026-10888           Party_2888                    
20TX-2026-288920260607PMT-REF-22889                 000000003889CRINV-2026-10889           Party_2889                    
20TX-2026-289020260607PMT-REF-22890                 000000003890CRINV-2026-10890           Party_2890                    
20TX-2026-289120260607PMT-REF-22891                 000000003891CRINV-2026-10891           Party_2891                    
20TX-2026-289220260607PMT-REF-22892                 000000003892CRINV-2026-10892           Party_2892                    
20TX-2026-289320260607PMT-REF-22893                 000000003893CRINV-2026-10893           Party_2893                    
20TX-2026-289420260607PMT-REF-22894                 000000003894CRINV-2026-10894           Party_2894                    
20TX-2026-289520260607PMT-REF-22895                 000000003895CRINV-2026-10895           Party_2895                    
20TX-2026-289620260607PMT-REF-22896                 000000003896CRINV-2026-10896           Party_2896                    
20TX-2026-289720260607PMT-REF-22897                 000000003897CRINV-2026-10897           Party_2897                    
20TX-2026-289820260607PMT-REF-22898                 000000003898CRINV-2026-10898           Party_2898                    
20TX-2026-289920260607PMT-REF-22899                 000000003899CRINV-2026-10899           Party_2899                    
20TX-2026-290020260607PMT-REF-22900                 000000003900CRINV-2026-10900           Party_2900                    
20TX-2026-290120260607PMT-REF-22901                 000000003901CRINV-2026-10901           Party_2901                    
20TX-2026-290220260607PMT-REF-22902                 000000003902CRINV-2026-10902           Party_2902                    
20TX-2026-290320260607PMT-REF-22903                 000000003903CRINV-2026-10903           Party_2903                    
20TX-2026-290420260607PMT-REF-22904                 000000003904CRINV-2026-10904           Party_2904                    
20TX-2026-290520260607PMT-REF-22905                 000000003905CRINV-2026-10905           Party_2905                    
20TX-2026-290620260607PMT-REF-22906                 000000003906CRINV-2026-10906           Party_2906                    
20TX-2026-290720260607PMT-REF-22907                 000000003907CRINV-2026-10907           Party_2907                    
20TX-2026-290820260607PMT-REF-22908                 000000003908CRINV-2026-10908           Party_2908                    
20TX-2026-290920260607PMT-REF-22909                 000000003909CRINV-2026-10909           Party_2909                    
20TX-2026-291020260607PMT-REF-22910                 000000003910CRINV-2026-10910           Party_2910                    
20TX-2026-291120260607PMT-REF-22911                 000000003911CRINV-2026-10911           Party_2911                    
20TX-2026-291220260607PMT-REF-22912                 000000003912CRINV-2026-10912           Party_2912                    
20TX-2026-291320260607PMT-REF-22913                 000000003913CRINV-2026-10913           Party_2913                    
20TX-2026-291420260607PMT-REF-22914                 000000003914CRINV-2026-10914           Party_2914                    
20TX-2026-291520260607PMT-REF-22915                 000000003915CRINV-2026-10915           Party_2915                    
20TX-2026-291620260607PMT-REF-22916                 000000003916CRINV-2026-10916           Party_2916                    
20TX-2026-291720260607PMT-REF-22917                 000000003917CRINV-2026-10917           Party_2917                    
20TX-2026-291820260607PMT-REF-22918                 000000003918CRINV-2026-10918           Party_2918                    
20TX-2026-291920260607PMT-REF-22919                 000000003919CRINV-2026-10919           Party_2919                    
20TX-2026-292020260607PMT-REF-22920                 000000003920CRINV-2026-10920           Party_2920                    
20TX-2026-292120260607PMT-REF-22921                 000000003921CRINV-2026-10921           Party_2921                    
20TX-2026-292220260607PMT-REF-22922                 000000003922CRINV-2026-10922           Party_2922                    
20TX-2026-292320260607PMT-REF-22923                 000000003923CRINV-2026-10923           Party_2923                    
20TX-2026-292420260607PMT-REF-22924                 000000003924CRINV-2026-10924           Party_2924                    
20TX-2026-292520260607PMT-REF-22925                 000000003925CRINV-2026-10925           Party_2925                    
20TX-2026-292620260607PMT-REF-22926                 000000003926CRINV-2026-10926           Party_2926                    
20TX-2026-292720260607PMT-REF-22927                 000000003927CRINV-2026-10927           Party_2927                    
20TX-2026-292820260607PMT-REF-22928                 000000003928CRINV-2026-10928           Party_2928                    
20TX-2026-292920260607PMT-REF-22929                 000000003929CRINV-2026-10929           Party_2929                    
20TX-2026-293020260607PMT-REF-22930                 000000003930CRINV-2026-10930           Party_2930                    
20TX-2026-293120260607PMT-REF-22931                 000000003931CRINV-2026-10931           Party_2931                    
20TX-2026-293220260607PMT-REF-22932                 000000003932CRINV-2026-10932           Party_2932                    
20TX-2026-293320260607PMT-REF-22933                 000000003933CRINV-2026-10933           Party_2933                    
20TX-2026-293420260607PMT-REF-22934                 000000003934CRINV-2026-10934           Party_2934                    
20TX-2026-293520260607PMT-REF-22935                 000000003935CRINV-2026-10935           Party_2935                    
20TX-2026-293620260607PMT-REF-22936                 000000003936CRINV-2026-10936           Party_2936                    
20TX-2026-293720260607PMT-REF-22937                 000000003937CRINV-2026-10937           Party_2937                    
20TX-2026-293820260607PMT-REF-22938                 000000003938CRINV-2026-10938           Party_2938                    
20TX-2026-293920260607PMT-REF-22939                 000000003939CRINV-2026-10939           Party_2939                    
20TX-2026-294020260607PMT-REF-22940                 000000003940CRINV-2026-10940           Party_2940                    
20TX-2026-294120260607PMT-REF-22941                 000000003941CRINV-2026-10941           Party_2941                    
20TX-2026-294220260607PMT-REF-22942                 000000003942CRINV-2026-10942           Party_2942                    
20TX-2026-294320260607PMT-REF-22943                 000000003943CRINV-2026-10943           Party_2943                    
20TX-2026-294420260607PMT-REF-22944                 000000003944CRINV-2026-10944           Party_2944                    
20TX-2026-294520260607PMT-REF-22945                 000000003945CRINV-2026-10945           Party_2945                    
20TX-2026-294620260607PMT-REF-22946                 000000003946CRINV-2026-10946           Party_2946                    
20TX-2026-294720260607PMT-REF-22947                 000000003947CRINV-2026-10947           Party_2947                    
20TX-2026-294820260607PMT-REF-22948                 000000003948CRINV-2026-10948           Party_2948                    
20TX-2026-294920260607PMT-REF-22949                 000000003949CRINV-2026-10949           Party_2949                    
20TX-2026-295020260607PMT-REF-22950                 000000003950CRINV-2026-10950           Party_2950                    
20TX-2026-295120260607PMT-REF-22951                 000000003951CRINV-2026-10951           Party_2951                    
20TX-2026-295220260607PMT-REF-22952                 000000003952CRINV-2026-10952           Party_2952                    
20TX-2026-295320260607PMT-REF-22953                 000000003953CRINV-2026-10953           Party_2953                    
20TX-2026-295420260607PMT-REF-22954                 000000003954CRINV-2026-10954           Party_2954                    
20TX-2026-295520260607PMT-REF-22955                 000000003955CRINV-2026-10955           Party_2955                    
20TX-2026-295620260607PMT-REF-22956                 000000003956CRINV-2026-10956           Party_2956                    
20TX-2026-295720260607PMT-REF-22957                 000000003957CRINV-2026-10957           Party_2957                    
20TX-2026-295820260607PMT-REF-22958                 000000003958CRINV-2026-10958           Party_2958                    
20TX-2026-295920260607PMT-REF-22959                 000000003959CRINV-2026-10959           Party_2959                    
20TX-2026-296020260607PMT-REF-22960                 000000003960CRINV-2026-10960           Party_2960                    
20TX-2026-296120260607PMT-REF-22961                 000000003961CRINV-2026-10961           Party_2961                    
20TX-2026-296220260607PMT-REF-22962                 000000003962CRINV-2026-10962           Party_2962                    
20TX-2026-296320260607PMT-REF-22963                 000000003963CRINV-2026-10963           Party_2963                    
20TX-2026-296420260607PMT-REF-22964                 000000003964CRINV-2026-10964           Party_2964                    
20TX-2026-296520260607PMT-REF-22965                 000000003965CRINV-2026-10965           Party_2965                    
20TX-2026-296620260607PMT-REF-22966                 000000003966CRINV-2026-10966           Party_2966                    
20TX-2026-296720260607PMT-REF-22967                 000000003967CRINV-2026-10967           Party_2967                    
20TX-2026-296820260607PMT-REF-22968                 000000003968CRINV-2026-10968           Party_2968                    
20TX-2026-296920260607PMT-REF-22969                 000000003969CRINV-2026-10969           Party_2969                    
20TX-2026-297020260607PMT-REF-22970                 000000003970CRINV-2026-10970           Party_2970                    
20TX-2026-297120260607PMT-REF-22971                 000000003971CRINV-2026-10971           Party_2971                    
20TX-2026-297220260607PMT-REF-22972                 000000003972CRINV-2026-10972           Party_2972                    
20TX-2026-297320260607PMT-REF-22973                 000000003973CRINV-2026-10973           Party_2973                    
20TX-2026-297420260607PMT-REF-22974                 000000003974CRINV-2026-10974           Party_2974                    
20TX-2026-297520260607PMT-REF-22975                 000000003975CRINV-2026-10975           Party_2975                    
20TX-2026-297620260607PMT-REF-22976                 000000003976CRINV-2026-10976           Party_2976                    
20TX-2026-297720260607PMT-REF-22977                 000000003977CRINV-2026-10977           Party_2977                    
20TX-2026-297820260607PMT-REF-22978                 000000003978CRINV-2026-10978           Party_2978                    
20TX-2026-297920260607PMT-REF-22979                 000000003979CRINV-2026-10979           Party_2979                    
20TX-2026-298020260607PMT-REF-22980                 000000003980CRINV-2026-10980           Party_2980                    
20TX-2026-298120260607PMT-REF-22981                 000000003981CRINV-2026-10981           Party_2981                    
20TX-2026-298220260607PMT-REF-22982                 000000003982CRINV-2026-10982           Party_2982                    
20TX-2026-298320260607PMT-REF-22983                 000000003983CRINV-2026-10983           Party_2983                    
20TX-2026-298420260607PMT-REF-22984                 000000003984CRINV-2026-10984           Party_2984                    
20TX-2026-298520260607PMT-REF-22985                 000000003985CRINV-2026-10985           Party_2985                    
20TX-2026-298620260607PMT-REF-22986                 000000003986CRINV-2026-10986           Party_2986                    
20TX-2026-298720260607PMT-REF-22987                 000000003987CRINV-2026-10987           Party_2987                    
20TX-2026-298820260607PMT-REF-22988                 000000003988CRINV-2026-10988           Party_2988                    
20TX-2026-298920260607PMT-REF-22989                 000000003989CRINV-2026-10989           Party_2989                    
20TX-2026-299020260607PMT-REF-22990                 000000003990CRINV-2026-10990           Party_2990                    
20TX-2026-299120260607PMT-REF-22991                 000000003991CRINV-2026-10991           Party_2991                    
20TX-2026-299220260607PMT-REF-22992                 000000003992CRINV-2026-10992           Party_2992                    
20TX-2026-299320260607PMT-REF-22993                 000000003993CRINV-2026-10993           Party_2993                    
20TX-2026-299420260607PMT-REF-22994                 000000003994CRINV-2026-10994           Party_2994                    
20TX-2026-299520260607PMT-REF-22995                 000000003995CRINV-2026-10995           Party_2995                    
20TX-2026-299620260607PMT-REF-22996                 000000003996CRINV-2026-10996           Party_2996                    
20TX-2026-299720260607PMT-REF-22997                 000000003997CRINV-2026-10997           Party_2997                    
20TX-2026-299820260607PMT-REF-22998                 000000003998CRINV-2026-10998           Party_2998                    
20TX-2026-299920260607PMT-REF-22999                 000000003999CRINV-2026-10999           Party_2999                    
20TX-2026-300020260607PMT-REF-23000                 000000004000CRINV-2026-11000           Party_3000                    
20TX-2026-300120260607PMT-REF-23001                 000000004001CRINV-2026-11001           Party_3001                    
20TX-2026-300220260607PMT-REF-23002                 000000004002CRINV-2026-11002           Party_3002                    
20TX-2026-300320260607PMT-REF-23003                 000000004003CRINV-2026-11003           Party_3003                    
20TX-2026-300420260607PMT-REF-23004                 000000004004CRINV-2026-11004           Party_3004                    
20TX-2026-300520260607PMT-REF-23005                 000000004005CRINV-2026-11005           Party_3005                    
20TX-2026-300620260607PMT-REF-23006                 000000004006CRINV-2026-11006           Party_3006                    
20TX-2026-300720260607PMT-REF-23007                 000000004007CRINV-2026-11007           Party_3007                    
